index	code_name	code_normal	sets_normal	sets_exceptional	sets_elite	uniques_normal	uniques_exceptional	uniques_elite
2626	medusas_gaze					shield/bverrit_keep	shield/bverrit_keep	shield/bverrit_keep
2627	ravenlore					pelt/falcon_mask	pelt/falcon_mask	pelt/falcon_mask
2628	boneshade					wand/gravenspine	wand/gravenspine	wand/gravenspine
2629	flamebellow					sword/kinemils_awl	sword/kinemils_awl	sword/kinemils_awl
2630	fathom					orb/dragon_stone	orb/dragon_stone	orb/dragon_stone
2631	wolfhowl					helmet/fanged_helm	helmet/fanged_helm	helmet/fanged_helm
2632	spirit_ward					shield/the_ward	shield/the_ward	shield/the_ward
2633	kiras_guardian					circlet/tiara	circlet/tiara	circlet/diadem
2634	ormus_robes					armor/quilted_armor	armor/quilted_armor	armor/quilted_armor
2635	gheeds_fortune					charm/charm_large	charm/charm_large	charm/charm_large
2636	stormlash					mace/flail	mace/flail	mace/flail
2637	halaberds_reign					helmet/assault_helmet	helmet/assault_helmet	helmet/assault_helmet
2638	spike_thorn					shield/swordback_hold	shield/swordback_hold	shield/swordback_hold
2639	draculs_grasp					glove/heavy_gloves	glove/heavy_gloves	glove/heavy_gloves
2640	frostwind					sword/hellplague	sword/hellplague	sword/hellplague
2641	templars_might					armor/victors_silk	armor/victors_silk	armor/victors_silk
2642	eschutas_temper					orb/sacred_globe	orb/sacred_globe	orb/sacred_globe
2643	firelizards_talons					h2h/claws	h2h/claws	h2h/claws
2644	sandstorm_trek					boot/heavy_boots	boot/heavy_boots	boot/heavy_boots
2645	marrowwalk					boot/chain_boots	boot/chain_boots	boot/chain_boots
2646	heavens_light					scepter/scepter	scepter/scepter	scepter/scepter
2647	arachnid_mesh					belt/sash_l	belt/sash_l	belt/sash_l
2648	nosferatus_coil					belt/light_belt	belt/light_belt	belt/light_belt
2649	metalgrid					amulet/amulet	amulet/amulet	amulet/amulet
2650	verdugos_hearty_cord					belt/belt_m	belt/belt_m	belt/belt_m
2651	carrion_wind					ring/ring	ring/ring	ring/ring
2652	giantskull					helmet/bone_helm	helmet/bone_helm	helmet/bone_helm
2653	ironward					scepter/war_scepter	scepter/war_scepter	scepter/war_scepter
2654	annihilus					charm/annihilus	charm/annihilus	charm/annihilus
2655	ariocs_needle					spear/spear	spear/spear	spear/spear
2656	cranebeak					axe/mindrend	axe/mindrend	axe/mindrend
2657	nords_tenderizer					club/felloak	club/felloak	club/felloak
2658	earthshifter					hammer/great_maul	hammer/the_gavel_of_pain	hammer/great_maul
2659	wraithflight					javelin/glaive	javelin/glaive	javelin/glaive
2660	bonehew					polearm/bardiche	polearm/bardiche	polearm/bardiche
2661	ondals_wisdom					staff/lazarus_spire	staff/lazarus_spire	staff/lazarus_spire
2662	the_reedeemer					scepter/scepter	scepter/scepter	scepter/scepter
2663	headhunters_glory					shield/wall_of_the_eyeless	shield/wall_of_the_eyeless	shield/wall_of_the_eyeless
2664	steelrend					glove/gaunlets_h	glove/gaunlets_h	glove/gaunlets_h
2665	rainbow_facet					gem/perfect_diamond	gem/perfect_diamond	gem/perfect_diamond
2666	hellfire_torch					torch/torch	torch/torch	torch/torch
2667	deflective_spikes					armor/deflective_spikes	armor/deflective_spikes	armor/deflective_spikes
2668	something_wicked					charm/charm_medium3	charm/charm_medium3	charm/charm_medium3
2669	yello_jello					charm/charm_medium3	charm/charm_medium3	charm/charm_medium3
2670	the_perfect_cell					charm/charm_small3	charm/charm_small3	charm/charm_small3
2671	iron_thimble					ring/iron_thimble	ring/iron_thimble	ring/iron_thimble
2672	elemental_jewel					ring/elemental_jewel	ring/elemental_jewel	ring/elemental_jewel
2673	dragon_eye					ring/dragon_eye	ring/dragon_eye	ring/dragon_eye
2674	the_one_ring					ring/the_one_ring	ring/the_one_ring	ring/the_one_ring
2675	ring_of_vengeance					ring/ring_of_vengeance	ring/ring_of_vengeance	ring/ring_of_vengeance
2676	zodiac_band					ring/zodiac_band	ring/zodiac_band	ring/zodiac_band
2677	BlackKnights_Holy_Signet					amulet/BlackKnights_Holy_Signet	amulet/BlackKnights_Holy_Signet	amulet/BlackKnights_Holy_Signet
2678	damage_augmenter					charm/damage_augmenter	charm/damage_augmenter	charm/damage_augmenter
2679	lothars_will					charm/charm_large3	charm/charm_large3	charm/charm_large3
2680	thors_hammer					hammer/mjolnir	hammer/mjolnir	hammer/mjolnir
2681	gotterdamerung					helmet/veil_of_steel	helmet/veil_of_steel	helmet/veil_of_steel
2682	veil_of_steel					helmet/veil_of_steel	helmet/veil_of_steel	helmet/veil_of_steel
2683	lunar_charm					helmet/lunar_charm	helmet/lunar_charm	helmet/lunar_charm
2684	cyclops_protector					shield/cyclop_protector	shield/cyclop_protector	shield/cyclop_protector
2685	tortured_souls					shield/tortured_souls	shield/tortured_souls	shield/tortured_souls
2686	the_shield_of_pain					shield/shield_of_pain	shield/shield_of_pain	shield/shield_of_pain
2687	the_borgovs_skull					helmet/wormskull	helmet/wormskull	helmet/wormskull
2688	deaths_cowl					helmet/deaths_cowl	helmet/deaths_cowl	helmet/deaths_cowl
2689	black_hole					shield/black_hole	shield/black_hole	shield/black_hole
2690	stormwynds_mania					shield/bverrit_keep	shield/bverrit_keep	shield/bverrit_keep
2691	wall_of_the_ancient_oak					shield/ancient_oak	shield/ancient_oak	shield/ancient_oak
2692	the_barricade					shield/bverrit_keep	shield/bverrit_keep	shield/bverrit_keep
2693	elzixs_treasure					shield/mosers_blessed_circle	shield/mosers_blessed_circle	shield/mosers_blessed_circle
2694	lady_ravens_power					shield/pelta_lunata	shield/pelta_lunata	shield/pelta_lunata
2695	rainbows_power					sword/rainbow_power	sword/rainbow_power	sword/rainbow_power
2696	spellcasters_aide					amulet/spellcasters_aide	amulet/spellcasters_aide	amulet/spellcasters_aide
2697	diablos_horns					helmet/diablos_horns	helmet/diablos_horns	helmet/diablos_horns
2698	romanary_pelt					shield/pelta_lunata	shield/pelta_lunata	shield/pelta_lunata
2699	the_eagle_helm					helmet/eagle_helm	helmet/eagle_helm	helmet/eagle_helm
2700	golem_shell					helmet/coif_of_glory	helmet/coif_of_glory	helmet/coif_of_glory
2701	visor_of_the_tropics					helmet/visor_of_the_tropics	helmet/visor_of_the_tropics	helmet/visor_of_the_tropics
2702	mithril_shield					shield/the_ward	shield/the_ward	shield/the_ward
2703	roaring_thunder					amulet/roaring_thunder	amulet/roaring_thunder	amulet/roaring_thunder
2704	stargate					shield/umbral_disk	shield/umbral_disk	shield/umbral_disk
2705	mercenarys_brace					shield/stormguild	shield/stormguild	shield/stormguild
2706	dragons_breach					shield/steelclash	shield/steelclash	shield/steelclash
2707	lovers_pendant					amulet/amulet1	amulet/amulet1	amulet/amulet1
2708	eye_of_the_witch					amulet/amulet2	amulet/amulet2	amulet/amulet2
2709	collar_of_the_minotaur					amulet/amulet3	amulet/amulet3	amulet/amulet3
2710	beads_of_the_guardian					amulet/amulet4	amulet/amulet4	amulet/amulet4
2711	izeals_vise					armor/goldskin	armor/goldskin	armor/goldskin
2712	atlastrust					armor/haemosus_adament	armor/haemosus_adament	armor/haemosus_adament
2713	numenorean_iron					sword/griswolds_edge	sword/griswolds_edge	sword/griswolds_edge
2714	zakarum_blade					sword/griswolds_edge	sword/griswolds_edge	sword/griswolds_edge
2715	glacial_form					sword/glacial_form	sword/glacial_form	sword/glacial_form
2716	cap_of_the_raven					helmet/war_bonnet	helmet/war_bonnet	helmet/war_bonnet
2717	arcs_skewer					mace/bloodrise	mace/bloodrise	mace/bloodrise
2718	starshine					mace/bloodrise	mace/bloodrise	mace/bloodrise
2719	butchers_tenderizer					mace/bloodrise	mace/bloodrise	mace/bloodrise
2720	treefeller					axe/deathspade	axe/deathspade	axe/deathspade
2721	the_butchers_cleaver					axe/deathspade	axe/deathspade	axe/deathspade
2722	alea_jacta_est					axe/deathspade	axe/deathspade	axe/deathspade
2723	kroks_basher					axe/the_gnasher	axe/the_gnasher	axe/the_gnasher
2724	axe_of_the_elements					axe/the_gnasher	axe/the_gnasher	axe/the_gnasher
2725	rohmshun					axe/the_gnasher	axe/the_gnasher	axe/the_gnasher
2726	lord_of_carnage					axe/the_chieftan	axe/the_chieftan	axe/the_chieftan
2727	fleshchew					axe/stormrider	axe/stormrider	axe/stormrider
2728	meat_cleaver					axe/the_chieftan	axe/the_chieftan	axe/the_chieftan
2729	the_rising_sunn					sword/blood_crescent	sword/blood_crescent	sword/blood_crescent
2730	taverns_blade					sword/krintizs_skewer	sword/krintizs_skewer	sword/krintizs_skewer
2731	the_desert_wind					sword/gleamscythe	sword/gleamscythe	sword/gleamscythe
2732	rakas_folly					axe/brainhew	axe/brainhew	axe/brainhew
2733	griswolds_revenge					axe/brainhew	axe/brainhew	axe/brainhew
2734	wings_of_the_fallen_phoenix					axe/wings_fallen_phoenix	axe/wings_fallen_phoenix	axe/wings_fallen_phoenix
2735	lifecleaver					axe/the_minataur	axe/the_minataur	axe/the_minataur
2736	barbaric_devastator					axe/the_minataur	axe/the_minataur	axe/the_minataur
2737	high_generals_pick					axe/mindrend	axe/mindrend	axe/mindrend
2738	sadistic_warlord					axe/mindrend	axe/mindrend	axe/mindrend
2739	gold_digger					axe/mindrend	axe/mindrend	axe/mindrend
2740	bul_Kathos_rage					hammer/bonesob	hammer/bonesob	hammer/bonesob
2741	justicar_militiari					hammer/the_gavel_of_pain	hammer/the_gavel_of_pain	hammer/the_gavel_of_pain
2742	inifuss_branch					club/felloak	club/felloak	club/felloak
2743	koths_cudgel					club/felloak	club/felloak	club/felloak
2744	cavemans_fury					club/caveman_fury	club/caveman_fury	club/caveman_fury
2745	the_horror					club/stoutnail	club/stoutnail	club/stoutnail
2746	blood_splinter					club/stoutnail	club/stoutnail	club/stoutnail
2747	darth_maul					club/darth_maul	club/darth_maul	club/darth_maul
2748	the_green_lantern					wand/iros_torch	wand/iros_torch	wand/iros_torch
2749	cinderspark					wand/cinderspark	wand/cinderspark	wand/cinderspark
2750	arm_of_the_skeleton					wand/arm_skeleton	wand/arm_skeleton	wand/arm_skeleton
2751	lucrecius_power					wand/gravenspine	wand/gravenspine	wand/gravenspine
2752	wand_of_rathma					wand/gravenspine	wand/gravenspine	wand/gravenspine
2753	essence_of_trang_oul					wand/gravenspine	wand/gravenspine	wand/gravenspine
2754	wand_of_spirits					wand/blackhand_key	wand/blackhand_key	wand/blackhand_key
2755	skull_of_horazon					wand/blackhand_key	wand/blackhand_key	wand/blackhand_key
2756	song_of_the_damned					wand/blackhand_key	wand/blackhand_key	wand/blackhand_key
2757	ironslice					sword/gleamscythe	sword/gleamscythe	sword/gleamscythe
2758	the_executioners_blade					sword/gleamscythe	sword/gleamscythe	sword/gleamscythe
2759	frost_shard					sword/ginthers_rift	sword/ginthers_rift	sword/ginthers_rift
2760	soulforge					sword/hexfire	sword/hexfire	sword/hexfire
2761	icing_death					sword/hexfire	sword/hexfire	sword/hexfire
2762	scourge of_the_twin_seas					sword/blood_crescent	sword/blood_crescent	sword/blood_crescent
2763	diamondedge					sword/lightsabre	sword/lightsabre	sword/lightsabre
2764	scourge_of_the_twin_seas					sword/blood_crescent	sword/blood_crescent	sword/blood_crescent
2765	twinkle					sword/blood_crescent	sword/blood_crescent	sword/blood_crescent
2766	storms_charge					sword/hellplague	sword/hellplague	sword/hellplague
2767	soul_singer					sword/hellplague	sword/hellplague	sword/hellplague
2768	celestial_avenger					sword/plague_bearer	sword/plague_bearer	sword/plague_bearer
2769	the_mistress_leather_collar					amulet/leather_collar	amulet/leather_collar	amulet/leather_collar
2770	polar_boltcaster					bow/hellcast	bow/hellcast	bow/hellcast
2771	magnium					bow/hellcast	bow/hellcast	bow/hellcast
2772	chaos_launcher					bow/hellcast	bow/hellcast	bow/hellcast
2773	unholy_dartgun					bow/doomspittle	bow/doomspittle	bow/doomspittle
2774	qotos_bow_of_fortuitous_battle					bow/doomspittle	bow/doomspittle	bow/doomspittle
2775	deadly_precision					bow/doomspittle	bow/doomspittle	bow/doomspittle
2776	tal_rashas_walking_stick					staff/skullcollector	staff/skullcollector	staff/skullcollector
2777	vizjeris_knowledge					staff/skullcollector	staff/skullcollector	staff/skullcollector
2778	albrieghts_bonemask					helmet/wormskull	helmet/wormskull	helmet/wormskull
2779	skullbears_soul					shield/skullbear_soul	shield/skullbear_soul	shield/skullbear_soul
2780	ravens_shield					shield/steelclash	shield/steelclash	shield/steelclash
2781	spikes_of_rajamir					shield/swordback_hold	shield/swordback_hold	shield/swordback_hold
2782	defender_of_justice					shield/the_ward	shield/the_ward	shield/the_ward
2783	the_deflector					shield/pelta_lunata	shield/pelta_lunata	shield/pelta_lunata
2784	karcheus_ward					shield/mosers_blessed_circle	shield/mosers_blessed_circle	shield/mosers_blessed_circle
2785	the_face_of_the_sun					shield/stormchaser	shield/stormchaser	shield/stormchaser
2786	spikewall					shield/lance_guard	shield/lance_guard	shield/lance_guard
2787	stonewall					shield/the_ward	shield/the_ward	shield/the_ward
2788	the_seduction_of_pain					shield/swordback_hold	shield/swordback_hold	shield/swordback_hold
2789	icon_of_sin					shield/icon_of_sin	shield/icon_of_sin	shield/icon_of_sin
2790	knowledge					helmet/rockstopper	helmet/rockstopper	helmet/rockstopper
2791	obsidian_helm					helmet/coif_of_glory	helmet/coif_of_glory	helmet/coif_of_glory
2792	the_wanderers_guard					helmet/duskdeep	helmet/duskdeep	helmet/duskdeep
2793	radaments_rotting_skull					shield/radaments_skull	shield/radaments_skull	shield/radaments_skull
2794	phrozen_heart					shield/phrozen_heart	shield/phrozen_heart	shield/phrozen_heart
2795	beowulfs_mask					helmet/beowulf_mask	helmet/beowulf_mask	helmet/beowulf_mask
2796	bruenors_cranium					circlet/bruenors_cranium	circlet/bruenors_cranium	circlet/bruenors_cranium
2797	the_cursed_donut					amulet/cursed_donut	amulet/cursed_donut	amulet/cursed_donut
2798	blanchwood_vest					armor/blanchwood_vest	armor/blanchwood_vest	armor/blanchwood_vest
2799	robe_of_the_white_mage					armor/robe_white_mage	armor/robe_white_mage	armor/robe_white_mage
2800	zuez_padding					armor/zuez_padding	armor/zuez_padding	armor/zuez_padding
2801	palashias_defense					armor/palashia_defense	armor/palashia_defense	armor/palashia_defense
2802	the_rainbow_cloak					armor/rainbow_cloak	armor/rainbow_cloak	armor/rainbow_cloak
2803	necromancers_essense					helmet/necromancers_essence	helmet/necromancers_essence	helmet/necromancers_essence
2804	robe_of_the_phoenix					armor/robe_of_the_phoenix	armor/robe_of_the_phoenix	armor/robe_of_the_phoenix
2805	aaktas_defense					armor/aaktas_defense	armor/aaktas_defense	armor/aaktas_defense
2806	frozen_soulbearer					armor/frozen_soulbearer	armor/frozen_soulbearer	armor/frozen_soulbearer
2807	talisman_of_fukurokuju					amulet/talisman_fukurokuju	amulet/talisman_fukurokuju	amulet/talisman_fukurokuju
2808	kheleks_crystal_band					ring/khelek_ring	ring/khelek_ring	ring/khelek_ring
2809	the_fires_of_sunlight					sword/fires_of_sunlight	sword/fires_of_sunlight	sword/fires_of_sunlight
2810	beast_of_the_night					helmet/beast_of_the_night	helmet/beast_of_the_night	helmet/beast_of_the_night
2811	millers_hammer					hammer/millers_hammer	hammer/millers_hammer	hammer/millers_hammer
2812	corpsefires_head					shield/corpsefire_head	shield/corpsefire_head	shield/corpsefire_head
2813	ravenlord					helmet/ravenlord	helmet/ravenlord	helmet/ravenlord
2814	heart_of_jewels					helmet/heart_of_jewels	helmet/heart_of_jewels	helmet/heart_of_jewels
2815	mojabis_face					helmet/mojabi_face	helmet/mojabi_face	helmet/mojabi_face
2816	the_diamond_hairband					helmet/diamond_hairband	helmet/diamond_hairband	helmet/diamond_hairband
2817	gorgon_slayer					shield/gorgon_slayer	shield/gorgon_slayer	shield/gorgon_slayer
2818	spirit_of_the_forest					club/spirit_of_the_forest	club/spirit_of_the_forest	club/spirit_of_the_forest
2819	vulcans_piledriver					hammer/vulcan_piledriver	hammer/vulcan_piledriver	hammer/vulcan_piledriver
2820	raidens_staff					spear/raiden_staff	spear/raiden_staff	spear/raiden_staff
2821	spirit_of_life					circlet/spirit_of_life	circlet/spirit_of_life	circlet/spirit_of_life
2822	silver_rule					hammer/silver_rule	hammer/silver_rule	hammer/silver_rule
2823	bonemash					mace/bonemash	mace/bonemash	mace/bonemash
2824	caesars_revenge					mace/caesar_revenge	mace/caesar_revenge	mace/caesar_revenge
2825	thundergods_anger					h2h/thundergods_anger	h2h/thundergods_anger	h2h/thundergods_anger
2826	blackened_blade_of_arkanon					sword/blacktongue	sword/blacktongue	sword/blacktongue
2827	ironlords_plate					armor/ironlord_plate	armor/ironlord_plate	armor/ironlord_plate
2828	schaefers_hammer					hammer/schaefer_hammer	hammer/schaefer_hammer	hammer/schaefer_hammer
2829	armor_of_the_wind					armor/armor_of_the_wind	armor/armor_of_the_wind	armor/armor_of_the_wind
2830	iceshard					axe/war_axe	axe/war_axe	axe/war_axe
2831	infernal_gemstone					gem/infernal_gemstone	gem/infernal_gemstone	gem/infernal_gemstone
2832	frozen_apocalypse					gem/frozen_apocalypse	gem/frozen_apocalypse	gem/frozen_apocalypse
2833	electrifying_vortex					gem/electrifying_vortex	gem/electrifying_vortex	gem/electrifying_vortex
2834	intoxicating_crystal					gem/intoxicating_crystal	gem/intoxicating_crystal	gem/intoxicating_crystal
2835	demonic_voidstone					gem/demonic_voidstone	gem/demonic_voidstone	gem/demonic_voidstone
2836	celestial_shard					gem/celestial_shard	gem/celestial_shard	gem/celestial_shard
2837	celestial_shard					gem/celestial_shard	gem/celestial_shard	gem/celestial_shard
2838	doomfletchs_prism					bow/doomfletchs_prism	bow/doomfletchs_prism	bow/doomfletchs_prism
2839	mythical_buriza_do_kyanon					bow/mythical_buriza_do_kyanon	bow/mythical_buriza_do_kyanon	bow/mythical_buriza_do_kyanon
2840	mjolnir					hammer/mythical_mjolnir	hammer/mythical_mjolnir	hammer/mythical_mjolnir
2841	mephistos_will					wand/mephistos_will	wand/mephistos_will	wand/mephistos_will
2842	the_grim_reapers_harvester					polearm/the_grim_reapers_harvester	polearm/the_grim_reapers_harvester	polearm/the_grim_reapers_harvester
2843	aegis_of_corruption					armor/aegis_of_corruption	armor/aegis_of_corruption	armor/aegis_of_corruption
2844	imperius_undying_wrath					orb/imperius_undying_wrath	orb/imperius_undying_wrath	orb/imperius_undying_wrath
2845	tal_rashas_final_whisper					knife/tal_rashas_final_whisper	knife/tal_rashas_final_whisper	knife/tal_rashas_final_whisper
2846	baals_vile_whisper					sword/baals_vile_whisper	sword/baals_vile_whisper	sword/baals_vile_whisper
2847	headhunter					belt/headhunter	belt/headhunter	belt/headhunter
2848	monkey_kings_bar					staff/monkey_kings_bar	staff/monkey_kings_bar	staff/monkey_kings_bar
2849	inarius_rod					scepter/inarius_rod	scepter/inarius_rod	scepter/inarius_rod
2850	duriels_claws					h2h/duriels_claws	h2h/duriels_claws	h2h/duriels_claws
2851	rathmas_eternal_reign					knife/rathmas_eternal_reign	knife/rathmas_eternal_reign	knife/rathmas_eternal_reign
2852	avatar_of_nature_horns					pelt/avatar_of_nature_horns	pelt/avatar_of_nature_horns	pelt/avatar_of_nature_horns
2853	natalyas_bloodied_executioner					sword/natalyas_bloodied_executioner	sword/natalyas_bloodied_executioner	sword/natalyas_bloodied_executioner
2854	lux_aeterna					scepter/lux_aeterna	scepter/lux_aeterna	scepter/lux_aeterna
2855	frostmourne					sword/frostmourne	sword/frostmourne	sword/frostmourne
2856	lich_king_essence_fire					amulet/lich_king_essence	amulet/lich_king_essence	amulet/lich_king_essence
2857	lich_king_essence_cold					amulet/lich_king_essence	amulet/lich_king_essence	amulet/lich_king_essence
2858	lich_king_essence_lightning					amulet/lich_king_essence	amulet/lich_king_essence	amulet/lich_king_essence
2859	lich_king_essence_poison					amulet/lich_king_essence	amulet/lich_king_essence	amulet/lich_king_essence
2860	lich_king_essence_magic					amulet/lich_king_essence	amulet/lich_king_essence	amulet/lich_king_essence
2861	lich_king_essence_physical					amulet/lich_king_essence	amulet/lich_king_essence	amulet/lich_king_essence
2862	eternal_hourglass					charm/eternal_hourglass	charm/eternal_hourglass	charm/eternal_hourglass
2863	tathamets_awakening					circlet/tathamets_awakening	circlet/tathamets_awakening	circlet/tathamets_awakening
2864	mythical_highlords_wrath					amulet/mythical_highlords_wrath	amulet/mythical_highlords_wrath	amulet/mythical_highlords_wrath
2865	vessel_of_souls					amulet/vessel_of_souls	amulet/vessel_of_souls	amulet/vessel_of_souls
2866	battlemage_ascendancy_stone					charm/battlemage_stone	charm/battlemage_stone	charm/battlemage_stone
2867	awakened_ascendancy_stone					charm/awakened_stone	charm/awakened_stone	charm/awakened_stone
2868	lifebreaker_ascendancy_stone					charm/lifebreaker_stone	charm/lifebreaker_stone	charm/lifebreaker_stone
2869	blademaster_ascendancy_stone					charm/blademaster_stone	charm/blademaster_stone	charm/blademaster_stone
2870	nomad_ascendancy_stone					charm/nomad_stone	charm/nomad_stone	charm/nomad_stone
2871	ironbolt_ascendancy_stone					charm/ironbolt_stone	charm/ironbolt_stone	charm/ironbolt_stone
2872	arcanist_ascendancy_stone					charm/arcanist_stone	charm/arcanist_stone	charm/arcanist_stone
2873	soul_warden_ascendancy_stone					charm/soul_warden_stone	charm/soul_warden_stone	charm/soul_warden_stone
2874	starborn_ascendancy_stone					charm/starborn_stone	charm/starborn_stone	charm/starborn_stone
2875	bloodmage_ascendancy_stone					charm/bloodmage_stone	charm/bloodmage_stone	charm/bloodmage_stone
2876	worldshaper_ascendancy_stone					charm/worldshaper_stone	charm/worldshaper_stone	charm/worldshaper_stone
2877	stance_dancer_ascendancy_stone					charm/stance_dancer_stone	charm/stance_dancer_stone	charm/stance_dancer_stone
2878	mana_warden_ascendancy_stone					charm/mana_warden_stone	charm/mana_warden_stone	charm/mana_warden_stone
2879	berserker_ascendancy_stone					charm/berserker_stone	charm/berserker_stone	charm/berserker_stone
2880	sharpshooter_ascendancy_stone					charm/sharpshooter_stone	charm/sharpshooter_stone	charm/sharpshooter_stone
2881	iris_of_end_times					quiver/iris_of_end_times	quiver/iris_of_end_times	quiver/iris_of_end_times
2882	rain_of_pain					quiver/rain_of_pain	quiver/rain_of_pain	quiver/rain_of_pain
2883	tanaris_judgement					quiver/tanaris_judgement	quiver/tanaris_judgement	quiver/tanaris_judgement
2884	daedalus_bolts					quiver/daedalus_bolts	quiver/daedalus_bolts	quiver/daedalus_bolts
2885	kill_ledger					charm/kill_ledger	charm/kill_ledger	charm/kill_ledger
2886	the_triune_harbinger					staff/the_triune_harbinger	staff/the_triune_harbinger	staff/the_triune_harbinger
2887	orion					bow/orion	bow/orion	bow/orion
2888	athulua_final_hunt					javelin/athulua_final_hunt	javelin/athulua_final_hunt	javelin/athulua_final_hunt
2889	rathma_endlessly_bleeding_spine					javelin/rathma_endlessly_bleeding_spine	javelin/rathma_endlessly_bleeding_spine	javelin/rathma_endlessly_bleeding_spine
2890	yaerius_celestial_beacon					javelin/yaerius_celestial_beacon	javelin/yaerius_celestial_beacon	javelin/yaerius_celestial_beacon
2891	ancient_totem_of_scosglen					club/ancient_totem_of_scosglen	club/ancient_totem_of_scosglen	club/ancient_totem_of_scosglen
2892	eldruin_excalibur_of_the_light					sword/eldruin_excalibur_of_the_light	sword/eldruin_excalibur_of_the_light	sword/eldruin_excalibur_of_the_light
2893	rathma_eternal_skull					charm/rathma_eternal_skull	charm/rathma_eternal_skull	charm/rathma_eternal_skull
2894	orpheus_pillar_of_hope					staff/orpheus_pillar_of_hope	staff/orpheus_pillar_of_hope	staff/orpheus_pillar_of_hope
2895	tsukuyomi_dying_light					sword/tsukuyomi_dying_light	sword/tsukuyomi_dying_light	sword/tsukuyomi_dying_light
2896	the_ties_that_bind_fire					ring/the_ties_that_bind_fire	ring/the_ties_that_bind_fire	ring/the_ties_that_bind_fire
2897	the_ties_that_bind_cold					ring/the_ties_that_bind_cold	ring/the_ties_that_bind_cold	ring/the_ties_that_bind_cold
2898	the_ties_that_bind_lightning					ring/the_ties_that_bind_lightning	ring/the_ties_that_bind_lightning	ring/the_ties_that_bind_lightning
2899	the_ties_that_bind_poison					ring/the_ties_that_bind_poison	ring/the_ties_that_bind_poison	ring/the_ties_that_bind_poison
2900	the_ties_that_bind_magic					ring/the_ties_that_bind_magic	ring/the_ties_that_bind_magic	ring/the_ties_that_bind_magic
2901	the_ties_that_bind_wind					ring/the_ties_that_bind_wind	ring/the_ties_that_bind_wind	ring/the_ties_that_bind_wind
2902	the_ties_that_bind_summon					ring/the_ties_that_bind_summon	ring/the_ties_that_bind_summon	ring/the_ties_that_bind_summon
2903	void_crescent					axe/void_crescent	axe/void_crescent	axe/void_crescent
2904	hellfire_torch_new					charm/hellfire_torch_new	charm/hellfire_torch_new	charm/hellfire_torch_new
2905	baals_vile_whisper_shuriken					knife/baals_vile_whisper_shuriken	knife/baals_vile_whisper_shuriken	knife/baals_vile_whisper_shuriken
