Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transform	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	divide	multiply	add
of Emphasis	100	1	1	80		55				2	37	extra-cold		6	10											jewl										0	0	0
of Emphasis	100	1	1	64		42				4	37	extra-ltng		3	5											jewl										0	0	0
of Emphasis	100	1	1	80		55				2	37	extra-ltng		6	10											jewl										0	0	0
of Emphasis	100	1	1	64		42				4	37	extra-pois		3	5											jewl										0	0	0
of Emphasis	100	1	1	80		55				2	37	extra-pois		6	10											jewl										0	0	0
of Emphasis	100	1	1	64		42				4	37	extra-mag2		3	5											jewl										0	0	0
of Emphasis	100	1	1	80		55				2	37	extra-mag2		6	10											jewl										0	0	0
of Emphasis	100	1	1	64		42				4	37	extra-wind		3	5											jewl										0	0	0
of Emphasis	100	1	1	80		55				2	37	extra-wind		6	10											jewl										0	0	0
of Command	100	1	1	64		42				4	37	extra-summ		2	4											jewl										0	0	0
of Command	100	1	1	80		55				2	37	extra-summ		5	8											jewl										0	0	0
of the Pyromancer	100	1	1	42	60	42				4	63	extra-fire		5	10									1	dred	mana	h2h	orb	dclb							0	0	0
of the Pyromancer	100	1	1	48	72	48				4	63	extra-fire		11	15									1	dred	mana	h2h	orb	dclb							0	0	0
of the Pyromancer	100	1	1	60	85	72				4	63	extra-fire		16	20									1	dred	mana	h2h	orb	dclb							0	0	0
of the Pyromancer	100	1	1	72		72				4	63	extra-fire		21	25									1	dred	mana	h2h	orb	dclb							0	0	0
of the Pyromancer	100	1	1	85		72				2	63	extra-fire		26	30									1	dred	mana	h2h	orb	dclb							0	0	0
of Zeus	100	1	1	42	60	42				4	63	extra-ltng		5	10									1	dyel	mana	h2h	orb								0	0	0
of Zeus	100	1	1	48	72	48				4	63	extra-ltng		11	15									1	dyel	mana	h2h	orb								0	0	0
of Zeus	100	1	1	60	85	72				4	63	extra-ltng		16	20									1	dyel	mana	h2h	orb								0	0	0
of Zeus	100	1	1	72		72				4	63	extra-ltng		21	25									1	dyel	mana	h2h	orb								0	0	0
of Zeus	100	1	1	85		72				2	63	extra-ltng		26	30									1	dyel	mana	h2h	orb								0	0	0
of the Frost Wyrm	100	1	1	42	60	42				4	63	extra-cold		5	10									1	dblu	mana	h2h	orb	dclb							0	0	0
of the Frost Wyrm	100	1	1	48	72	48				4	63	extra-cold		11	15									1	dblu	mana	h2h	orb	dclb							0	0	0
of the Frost Wyrm	100	1	1	60	85	72				4	63	extra-cold		16	20									1	dblu	mana	h2h	orb	dclb							0	0	0
of the Frost Wyrm	100	1	1	72		72				4	63	extra-cold		21	25									1	dblu	mana	h2h	orb	dclb							0	0	0
of the Frost Wyrm	100	1	1	85		72				2	63	extra-cold		26	30									1	dblu	mana	h2h	orb	dclb							0	0	0
of the Manticore	100	1	1	42	60	42				4	63	extra-pois		5	10									1	dgrn	wand	ndgr									0	0	0
of the Manticore	100	1	1	48	72	48				4	63	extra-pois		11	15									1	dgrn	wand	ndgr									0	0	0
of the Manticore	100	1	1	60	85	72				4	63	extra-pois		16	20									1	dgrn	wand	ndgr									0	0	0
of the Manticore	100	1	1	72		72				4	63	extra-pois		21	25									1	dgrn	wand	ndgr									0	0	0
of the Manticore	100	1	1	85		72				2	63	extra-pois		26	30									1	dgrn	wand	ndgr									0	0	0
of the Warlock	100	1	1	42	60	42				4	63	extra-mag2		5	10									1	whit	wand	ndgr	dclb	scep							0	0	0
of the Warlock	100	1	1	48	72	48				4	63	extra-mag2		11	15									1	whit	wand	ndgr	dclb	scep							0	0	0
of the Warlock	100	1	1	60	85	72				4	63	extra-mag2		16	20									1	whit	wand	ndgr	dclb	scep							0	0	0
of the Warlock	100	1	1	72		72				4	63	extra-mag2		21	25									1	whit	wand	ndgr	dclb	scep							0	0	0
of the Warlock	100	1	1	85		72				2	63	extra-mag2		26	30									1	whit	wand	ndgr	dclb	scep							0	0	0
of the Stone Golem	100	1	1	42	60	42				4	63	extra-wind		5	10									1	dgry	dclb	wand	orb								0	0	0
of the Stone Golem	100	1	1	48	72	48				4	63	extra-wind		11	15									1	dgry	dclb	wand	orb								0	0	0
of the Stone Golem	100	1	1	60	85	72				4	63	extra-wind		16	20									1	dgry	dclb	wand	orb								0	0	0
of the Stone Golem	100	1	1	72		72				4	63	extra-wind		21	25									1	dgry	dclb	wand	orb								0	0	0
of the Stone Golem	100	1	1	85		72				2	63	extra-wind		26	30									1	dgry	dclb	wand	orb								0	0	0
of the Beastmaster	100	1	1	42	60	42				4	63	extra-summ		5	10									1	dgld	wand	ndgr	dclb								0	0	0
of the Beastmaster	100	1	1	48	72	48				4	63	extra-summ		11	15									1	dgld	wand	ndgr	dclb								0	0	0
of the Beastmaster	100	1	1	60	85	72				4	63	extra-summ		16	20									1	dgld	wand	ndgr	dclb								0	0	0
of the Beastmaster	100	1	1	72		72				4	63	extra-summ		21	25									1	dgld	wand	ndgr	dclb								0	0	0
of the Beastmaster	100	1	1	85		72				2	63	extra-summ		26	30									1	dgld	wand	ndgr	dclb								0	0	0
of the Pyromancer	100	1	1	42	60	42				4	62	pierce-fire		3	5									1	dred	mana	h2h	orb	dclb							0	0	0
of the Pyromancer	100	1	1	48	85	48				4	62	pierce-fire		6	8									1	dred	mana	h2h	orb	dclb							0	0	0
of the Pyromancer	100	1	1	60		72				4	62	pierce-fire		9	12									1	dred	mana	h2h	orb	dclb							0	0	0
of the Pyromancer	100	1	1	72		72				4	62	pierce-fire		13	16									1	dred	mana	h2h	orb	dclb							0	0	0
of the Pyromancer	100	1	1	85		72				2	62	pierce-fire		17	20									1	dred	mana	h2h	orb	dclb							0	0	0
of Zeus	100	1	1	42	60	42				4	62	pierce-ltng		3	5									1	dyel	mana	h2h	orb								0	0	0
of Zeus	100	1	1	48	85	48				4	62	pierce-ltng		6	8									1	dyel	mana	h2h	orb								0	0	0
of Zeus	100	1	1	60		72				4	62	pierce-ltng		9	12									1	dyel	mana	h2h	orb								0	0	0
of Zeus	100	1	1	72		72				4	62	pierce-ltng		13	16									1	dyel	mana	h2h	orb								0	0	0
of Zeus	100	1	1	85		72				2	62	pierce-ltng		17	20									1	dyel	mana	h2h	orb								0	0	0
of the Frost Wyrm	100	1	1	42	60	42				4	62	pierce-cold		3	5									1	dblu	mana	h2h	orb	dclb							0	0	0
of the Frost Wyrm	100	1	1	48	85	48				4	62	pierce-cold		6	8									1	dblu	mana	h2h	orb	dclb							0	0	0
of the Frost Wyrm	100	1	1	60		72				4	62	pierce-cold		9	12									1	dblu	mana	h2h	orb	dclb							0	0	0
of the Frost Wyrm	100	1	1	72		72				4	62	pierce-cold		13	16									1	dblu	mana	h2h	orb	dclb							0	0	0
of the Frost Wyrm	100	1	1	85		72				2	62	pierce-cold		17	20									1	dblu	mana	h2h	orb	dclb							0	0	0
of the Manticore	100	1	1	42	60	42				4	62	pierce-pois		3	5									1	dgrn	wand	ndgr									0	0	0
of the Manticore	100	1	1	48	85	48				4	62	pierce-pois		6	8									1	dgrn	wand	ndgr									0	0	0
of the Manticore	100	1	1	60		72				4	62	pierce-pois		9	12									1	dgrn	wand	ndgr									0	0	0
of the Manticore	100	1	1	72		72				4	62	pierce-pois		13	16									1	dgrn	wand	ndgr									0	0	0
of the Manticore	100	1	1	85		72				2	62	pierce-pois		17	20									1	dgrn	wand	ndgr									0	0	0
of the Sky	100	1	1	20	69	18				4	42	all-stats		10	15											amul	ring	armo								0	0	0
of the Stars	100	1	1	44	86	40				4	42	all-stats		16	25											amul	ring	armo								0	0	0
of the Heavens	100	1	1	69		51				4	42	all-stats		26	30											amul	ring	armo								0	0	0
of the Zodiac	100	1	1	86		64				2	42	all-stats		31	40											amul	armo									0	0	0
of Spike Nova	100	1	1	12	36	10				2	48	kill-skill	Spike Nova Proc	3	5									1	dgry	weap							staf	wand	orb	0	0	0
of Spike Nova	100	1	1	24	48	20				2	48	kill-skill	Spike Nova Proc	6	10									1	dgry	weap							staf	wand	orb	0	0	0
of Spike Nova	100	1	1	36	60	30				2	48	kill-skill	Spike Nova Proc	9	15									1	dgry	weap							staf	wand	orb	0	0	0
of Spike Nova	100	1	1	48		40				2	48	kill-skill	Spike Nova Proc	12	20									1	blac	weap							staf	wand	orb	0	0	0
of Spike Nova	100	1	1	60		50				2	48	kill-skill	Spike Nova Proc	15	25									1	blac	weap							staf	wand	orb	0	0	0
of Axes	100	1	1	12	36	10				2	48	hit-skill	Axe Proc	4	5									1	dgry	mele							staf	wand	orb	0	0	0
of Axes	100	1	1	24	48	20				2	48	hit-skill	Axe Proc	8	10									1	dgry	mele							staf	wand	orb	0	0	0
of Axes	100	1	1	36	60	30				2	48	hit-skill	Axe Proc	12	15									1	dgry	mele							staf	wand	orb	0	0	0
of Axes	100	1	1	48		40				2	48	hit-skill	Axe Proc	16	20									1	blac	mele							staf	wand	orb	0	0	0
of Axes	100	1	1	60		50				2	48	hit-skill	Axe Proc	20	25									1	blac	mele							staf	wand	orb	0	0	0
of the Glacier	100	1	1	50		40				5	10	cold-min		100	150	cold-max		200	300	cold-len		100	100	1	dblu	amul	ring	belt					staf	wand	orb	0	0	0
of Winter	100	1	1	80		60				1	10	dmg-cold	150	300	500	pierce-cold		15	25					1	cblu	belt										0	0	0
of Burning	100	1	1	50		40				5	10	fire-min		110	160	fire-max		210	310					1	dred	amul	ring	glov					staf	wand	orb	0	0	0
of Incineration	100	1	1	80		60				1	10	dmg-fire		300	550	pierce-fire		15	25					1	cred	glov										0	0	0
of Thunder	100	1	1	50		40				5	10	ltng-min		1	1	ltng-max		520	550					1	lyel	amul	ring	boot					staf	wand	orb	0	0	0
of Storms	100	1	1	80		60				1	10	dmg-ltng		1	900	pierce-ltng		15	25					1	lyel	boot										0	0	0
of Pestilence	100	1	1	50		40				5	10	dmg-pois	50	5120	5120									1	dgrn	amul	ring	circ					staf	wand	orb	0	0	0
of Anthrax	100	1	1	80		60				1	10	dmg-pois	25	15360	7680	pierce-pois		15	25					1	dgrn	circ										0	0	0
of Skill Master	100	1	1	64		48		sor	18	1	58	oskill	Static Field	1	15											amul	ring	helm	tors				sorc			0	0	0
of Axes	100	1	1	12	36	10				2	48	hit-skill	Fire Enhanced Axe	10	10									1	lred	mele							staf	wand	orb	0	0	0
of Axes	100	1	1	24	48	20				2	48	hit-skill	Fire Enhanced Axe	12	15									1	lred	mele							staf	wand	orb	0	0	0
of Axes	100	1	1	36	60	30				2	48	hit-skill	Fire Enhanced Axe	14	20									1	dred	mele							staf	wand	orb	0	0	0
of Axes	100	1	1	48		40				2	48	hit-skill	Fire Enhanced Axe	17	25									1	dred	mele							staf	wand	orb	0	0	0
of Axes	100	1	1	60		50				1	48	hit-skill	Fire Enhanced Axe	20	30									1	cred	mele							staf	wand	orb	0	0	0
of Lower Resistance	100	1	1	12	36	10				2	48	hit-skill	Lower Resist	3	10									1	dred	weap	amul	ring					staf	wand	orb	0	0	0
of Lower Resistance	100	1	1	24	48	20				2	48	hit-skill	Lower Resist	3	20									1	dred	weap	amul	ring					staf	wand	orb	0	0	0
of Lower Resistance	100	1	1	36	60	30				2	48	hit-skill	Lower Resist	3	30									1	dred	weap	amul	ring					staf	wand	orb	0	0	0
of Lower Resistance	100	1	1	48		40				2	48	hit-skill	Lower Resist	3	40									1	cred	weap	amul						staf	wand	orb	0	0	0
of Lower Resistance	100	1	1	60		50				1	48	hit-skill	Lower Resist	3	50									1	cred	mele							staf	wand	orb	0	0	0
of Pierce Flesh and Bone	100	1	1	12	36	10				2	48	hit-skill	Poison Mastery	3	10									1	dred	weap	amul	ring					staf	wand	orb	0	0	0
of Pierce Flesh and Bone	100	1	1	24	48	20				2	48	hit-skill	Poison Mastery	3	20									1	dred	weap	amul	ring					staf	wand	orb	0	0	0
of Pierce Flesh and Bone	100	1	1	36	60	30				2	48	hit-skill	Poison Mastery	3	30									1	dred	weap	amul	ring					staf	wand	orb	0	0	0
of Pierce Flesh and Bone	100	1	1	48		40				2	48	hit-skill	Poison Mastery	3	40									1	cred	weap	amul						staf	wand	orb	0	0	0
of Pierce Flesh and Bone	100	1	1	60		50				1	48	hit-skill	Poison Mastery	3	50									1	cred	mele							staf	wand	orb	0	0	0
of the Pyromancer	100	1	1	42	60	42				4	62	pierce-fire		4	8									1	dred	staf	bow	xbow	jave							0	0	0
of the Pyromancer	100	1	1	48	85	48				4	62	pierce-fire		9	15									1	dred	staf	bow	xbow	jave							0	0	0
of the Pyromancer	100	1	1	60		72				4	62	pierce-fire		16	25									1	dred	staf	bow	xbow	jave							0	0	0
of the Pyromancer	100	1	1	72		72				4	62	pierce-fire		26	35									1	dred	staf	bow	xbow	jave							0	0	0
of the Pyromancer	100	1	1	85		72				2	62	pierce-fire		36	50									1	dred	staf	bow	xbow	jave							0	0	0
of Zeus	100	1	1	42	60	42				4	62	pierce-ltng		4	8									1	dyel	staf	bow	xbow	jave							0	0	0
of Zeus	100	1	1	48	85	48				4	62	pierce-ltng		9	15									1	dyel	staf	bow	xbow	jave							0	0	0
of Zeus	100	1	1	60		72				4	62	pierce-ltng		16	25									1	dyel	staf	bow	xbow	jave							0	0	0
of Zeus	100	1	1	72		72				4	62	pierce-ltng		26	35									1	dyel	staf	bow	xbow	jave							0	0	0
of Zeus	100	1	1	85		72				2	62	pierce-ltng		36	50									1	dyel	staf	bow	xbow	jave							0	0	0
of the Frost Wyrm	100	1	1	42	60	42				4	62	pierce-cold		4	8									1	dblu	staf	bow	xbow	jave							0	0	0
of the Frost Wyrm	100	1	1	48	85	48				4	62	pierce-cold		9	15									1	dblu	staf	bow	xbow	jave							0	0	0
of the Frost Wyrm	100	1	1	60		72				4	62	pierce-cold		16	25									1	dblu	staf	bow	xbow	jave							0	0	0
of the Frost Wyrm	100	1	1	72		72				4	62	pierce-cold		26	35									1	dblu	staf	bow	xbow	jave							0	0	0
of the Frost Wyrm	100	1	1	85		72				2	62	pierce-cold		36	50									1	dblu	staf	bow	xbow	jave							0	0	0
of the Manticore	100	1	1	42	60	42				4	62	pierce-pois		4	8									1	dgrn	npol	bow	xbow	jave							0	0	0
of the Manticore	100	1	1	48	85	48				4	62	pierce-pois		9	15									1	dgrn	npol	bow	xbow	jave							0	0	0
of the Manticore	100	1	1	60		72				4	62	pierce-pois		16	25									1	dgrn	npol	bow	xbow	jave							0	0	0
of the Manticore	100	1	1	72		72				4	62	pierce-pois		26	35									1	dgrn	npol	bow	xbow	jave							0	0	0
of the Manticore	100	1	1	85		72				2	62	pierce-pois		36	50									1	dgrn	npol	bow	xbow	jave							0	0	0
of the Pyromancer	100	1	1	42	60	42				4	63	extra-fire		10	15									1	dred	staf	bow	xbow	jave							0	0	0
of the Pyromancer	100	1	1	48	72	48				4	63	extra-fire		16	25									1	dred	staf	bow	xbow	jave							0	0	0
of the Pyromancer	100	1	1	60		72				4	63	extra-fire		26	40									1	dred	staf	bow	xbow	jave							0	0	0
of the Pyromancer	100	1	1	72		72				4	63	extra-fire		41	60									1	dred	staf	bow	xbow	jave							0	0	0
of the Pyromancer	100	1	1	85		72				2	63	extra-fire		61	80									1	dred	staf	bow	xbow	jave							0	0	0
of Zeus	100	1	1	42	60	42				4	63	extra-ltng		10	15									1	dyel	staf	bow	xbow	jave							0	0	0
of Zeus	100	1	1	48	72	48				4	63	extra-ltng		16	25									1	dyel	staf	bow	xbow	jave							0	0	0
of Zeus	100	1	1	60		72				4	63	extra-ltng		26	40									1	dyel	staf	bow	xbow	jave							0	0	0
of Zeus	100	1	1	72		72				4	63	extra-ltng		41	60									1	dyel	staf	bow	xbow	jave							0	0	0
of Zeus	100	1	1	85		72				2	63	extra-ltng		61	80									1	dyel	staf	bow	xbow	jave							0	0	0
of the Frost Wyrm	100	1	1	42	60	42				4	63	extra-cold		10	15									1	dblu	staf	bow	xbow	jave							0	0	0
of the Frost Wyrm	100	1	1	48	72	48				4	63	extra-cold		16	25									1	dblu	staf	bow	xbow	jave							0	0	0
of the Frost Wyrm	100	1	1	60		72				4	63	extra-cold		26	40									1	dblu	staf	bow	xbow	jave							0	0	0
of the Frost Wyrm	100	1	1	72		72				4	63	extra-cold		41	60									1	dblu	staf	bow	xbow	jave							0	0	0
of the Frost Wyrm	100	1	1	85		72				2	63	extra-cold		61	80									1	dblu	staf	bow	xbow	jave							0	0	0
of the Manticore	100	1	1	42	60	42				4	63	extra-pois		10	15									1	dgrn	npol	bow	xbow	jave							0	0	0
of the Manticore	100	1	1	48	72	48				4	63	extra-pois		16	25									1	dgrn	npol	bow	xbow	jave							0	0	0
of the Manticore	100	1	1	60		72				4	63	extra-pois		26	40									1	dgrn	npol	bow	xbow	jave							0	0	0
of the Manticore	100	1	1	72		72				4	63	extra-pois		41	60									1	dgrn	npol	bow	xbow	jave							0	0	0
of the Manticore	100	1	1	85		72				2	63	extra-pois		61	80									1	dgrn	npol	bow	xbow	jave							0	0	0
of the Warlock	100	1	1	42	60	42				4	63	extra-mag2		10	15									1	whit	npol										0	0	0
of the Warlock	100	1	1	48	72	48				4	63	extra-mag2		16	25									1	whit	npol										0	0	0
of the Warlock	100	1	1	60		72				4	63	extra-mag2		26	40									1	whit	npol										0	0	0
of the Warlock	100	1	1	72		72				4	63	extra-mag2		41	60									1	whit	npol										0	0	0
of the Warlock	100	1	1	85		72				2	63	extra-mag2		61	80									1	whit	npol										0	0	0
of the Stone Golem	100	1	1	42	60	42				4	63	extra-wind		10	15									1	dgry	staf										0	0	0
of the Stone Golem	100	1	1	48	72	48				4	63	extra-wind		16	25									1	dgry	staf										0	0	0
of the Stone Golem	100	1	1	60		72				4	63	extra-wind		26	40									1	dgry	staf										0	0	0
of the Stone Golem	100	1	1	72		72				4	63	extra-wind		41	60									1	dgry	staf										0	0	0
of the Stone Golem	100	1	1	85		72				2	63	extra-wind		61	80									1	dgry	staf										0	0	0
of the Beastmaster	100	1	1	42	60	42				4	63	extra-summ		10	15									1	dgld	npol	staf									0	0	0
of the Beastmaster	100	1	1	48		48				4	63	extra-summ		16	20									1	dgld	npol	staf									0	0	0
of the Beastmaster	100	1	1	60		72				4	63	extra-summ		21	30									1	dgld	npol	staf									0	0	0
of the Beastmaster	100	1	1	72		72				4	63	extra-summ		31	40									1	dgld	npol	staf									0	0	0
of the Beastmaster	100	1	1	85		72				2	63	extra-summ		41	50									1	dgld	npol	staf									0	0	0
of Skill Master	100	1	1	32	69	24		pal	1	2	58	oskill	Blessed Aim	1	12											weap							pala			0	0	0
of Skill Master	100	1	1	32	94	24		pal	1	2	58	oskill	Blessed Aim	1	12											glov							pala			0	0	0
of Skill Master	100	1	1	40	69	30		pal	6	2	58	oskill	Defiance	1	16											helm	tors						pala			0	0	0
of Skill Master	100	1	1	40	94	30		pal	6	2	58	oskill	Defiance	1	16											belt							pala			0	0	0
of Skill Master	100	1	1	48	69	36		pal	12	2	58	oskill	Cleansing	1	16											helm	tors						pala			0	0	0
of Skill Master	100	1	1	48	94	36		pal	12	2	58	oskill	Cleansing	1	16											ring							pala			0	0	0
of Skill Master	100	1	1	48	69	36		pal	12	2	58	oskill	Holy Fire	1	16											helm	tors						pala			0	0	0
of Skill Master	100	1	1	56	69	42		pal	18	2	58	oskill	Holy Freeze	1	16											helm	tors						pala			0	0	0
of Skill Master	100	1	1	56	69	42		pal	18	2	58	oskill	Vigor	1	12											helm	tors						pala			0	0	0
of Skill Master	100	1	1	56	94	42		pal	18	2	58	oskill	Vigor	1	12											boot							pala			0	0	0
of Skill Master	100	1	1	56	69	42		pal	18	2	58	oskill	Might	1	16											weap							pala			0	0	0
of Skill Master	100	1	1	64	69	48		pal	24	2	58	oskill	Meditation	1	16											helm	tors						pala			0	0	0
of Skill Master	100	1	1	64	69	48		pal	24	2	58	oskill	Holy Shock	1	16											helm	tors						pala			0	0	0
of Skill Master	100	1	1	64	69	54		pal	30	2	58	oskill	Salvation	1	12											helm	tors						pala			0	0	0
of Skill Master	100	1	1	64	69	54		pal	30	1	58	oskill	Fanaticism	1	12											weap							pala			0	0	0
of Axes	100	1	1	12	36	10				2	48	hit-skill	Cold Enhanced Axe	10	10									1	lyel	mele							staf	wand	orb	0	0	0
of Axes	100	1	1	24	48	20				2	48	hit-skill	Cold Enhanced Axe	12	15									1	lyel	mele							staf	wand	orb	0	0	0
of Axes	100	1	1	36	60	30				2	48	hit-skill	Cold Enhanced Axe	14	20									1	dyel	mele							staf	wand	orb	0	0	0
of Axes	100	1	1	48		40				2	48	hit-skill	Cold Enhanced Axe	16	25									1	dyel	mele							staf	wand	orb	0	0	0
of Axes	100	1	1	60		50				1	48	hit-skill	Cold Enhanced Axe	20	30									1	lgld	mele							staf	wand	orb	0	0	0
of Skill Master	100	1	1	96		60				5	58	oskill	Buckshot	10	20									1	blac	xbow										0	0	0
of the Bat	100	1	1	72		50				8	28	life-on-striking		2	2	mana-on-striking		1	1					1	cred	weap										0	0	0
of the Wraith	100	1	1	84		55				4	28	life-on-striking		3	5	mana-on-striking		2	3					1	cred	weap										0	0	0
of the Vampire	100	1	1	96		60				2	28	life-on-striking		6	8	mana-on-striking		4	5					1	cred	weap										0	0	0
of Skill Master	100	1	1	96		60				5	58	oskill	Prismatic Shot	10	20									1	cred	bow										0	0	0
of the Aether	100	1	1	4	25	3				10	10	magic-min		10	20	magic-max		21	40					1	lgrn	weap	amul	ring	circ				staf	wand	orb	0	0	0
of the Aether	100	1	1	15	34	15				10	10	magic-min		41	60	magic-max		61	85					1	lgrn	weap	amul	ring	circ				staf	wand	orb	0	0	0
of the Aether	100	1	1	25	50	27				10	10	magic-min		86	125	magic-max		126	190					1	dgrn	weap							staf	wand	orb	0	0	0
of the Aether	100	1	1	34	70	39				8	10	dmg-mag		200	300									1	dgrn	weap										0	0	0
of the Aether	100	1	1	50		51				8	10	dmg-mag		500	600	extra-mag2		15	25					1	cgrn	weap										0	0	0
of the Aether	100	1	1	70		62				4	10	dmg-mag		800	1500	extra-mag2		26	50					1	cgrn	weap										0	0	0
of the Enigma	100		1	80		60				2	64	total-elemental-damage		50	100									1	cgrn	weap										0	0	0
of the Enigma	100		1	90		65				1	64	total-elemental-damage		101	150									1	cgrn	weap										0	0	0
of Elemental Might	100		1	80		60				2	64	total-poison-magic-damage		50	100									1	cgrn	weap										0	0	0
of Elemental Might	100		1	90		65				1	64	total-poison-magic-damage		101	150									1	cgrn	weap										0	0	0
of the Kraken	100	1	1	90		55				2	35	hp/lvl	12											1	cred	amul	circ	pelt	phlm	tors						0	0	0
of Memory	100	1	1	90		55				2	36	mana/lvl	12											1	cred	amul	circ									0	0	0
of the Elephant	100	1	1	90		55				2	37	hp/lvl	6			mana/lvl	6							1	cred	amul	circ									0	0	0
of Power	100	1	1	90		55				2	38	str/lvl	8											1	dgld	amul	circ	pelt	phlm	tors						0	0	0
of Grace	100	1	1	90		55				2	39	dex/lvl	8											1	dgld	amul	circ									0	0	0
of Grace and Power	100	1	1	90		55				2	40	str/lvl	4			dex/lvl	4							1	dgld	amul	circ									0	0	0
of the Yeti	100	1	1	90		55				2	41	res-cold/lvl	8											1	lblu	amul	ring	helm	tors	shld						0	0	0
of the Phoenix	100	1	1	90		55				2	42	res-fire/lvl	8											1	cred	amul	ring	helm	tors	shld						0	0	0
of the Efreeti	100	1	1	90		55				2	43	res-ltng/lvl	8											1	cblu	amul	ring	helm	tors	shld						0	0	0
of the Cobra	100	1	1	90		55				2	44	res-pois/lvl	8											1	dyel	amul	ring	helm	tors	shld						0	0	0
of the Elements	100	1	1	90		55				2	45	res-cold/lvl	4			res-fire/lvl	4			res-ltng/lvl	4			1	dgld	amul	ring	helm	tors	shld						0	0	0
of the Aether	100	1	1	50		40				5	10	dmg-mag		200	400									1	whit	amul	ring	tors					staf	wand	orb	0	0	0
of the Aether	100	1	1	80		60				2	10	dmg-mag		500	750	extra-mag2		25	35					1	bwht	tors										0	0	0
of Skill Master	100	1	1	72		54				1	58	oskill	Wind Mastery	1	10											amul	ring	helm	tors							0	0	0
of Arrows	100	1	1	12	36	10				2	7	hit-skill	Fire Enhanced Arrow	5	5									1	blac	arrm	boqm									0	0	0
of Arrows	100	1	1	24	48	20				2	7	hit-skill	Fire Enhanced Arrow	7	7									1	blac	arrm	boqm									0	0	0
of Arrows	100	1	1	36	60	30				2	7	hit-skill	Fire Enhanced Arrow	9	9									1	blac	arrm	boqm									0	0	0
of Arrows	100	1	1	48		40				2	7	hit-skill	Fire Enhanced Arrow	11	11									1	blac	arrm	boqm									0	0	0
of Arrows	100	1	1	60		50				2	7	hit-skill	Fire Enhanced Arrow	13	13									1	blac	arrm	boqm									0	0	0
of Arrows	100	1	1	80		65				1	7	hit-skill	Fire Enhanced Arrow	15	15									1	blac	arrm	boqm									0	0	0
of Arrows	100	1	1	12	36	10				2	7	hit-skill	Cold Enhanced Arrow	5	5									1	blac	arrm	boqm									0	0	0
of Arrows	100	1	1	24	48	20				2	7	hit-skill	Cold Enhanced Arrow	7	7									1	blac	arrm	boqm									0	0	0
of Arrows	100	1	1	36	60	30				2	7	hit-skill	Cold Enhanced Arrow	9	9									1	blac	arrm	boqm									0	0	0
of Arrows	100	1	1	48		40				2	7	hit-skill	Cold Enhanced Arrow	11	11									1	blac	arrm	boqm									0	0	0
of Arrows	100	1	1	60		50				2	7	hit-skill	Cold Enhanced Arrow	13	13									1	blac	arrm	boqm									0	0	0
of Arrows	100	1	1	80		65				1	7	hit-skill	Cold Enhanced Arrow	15	15									1	blac	arrm	boqm									0	0	0
of Arrows	100	1	1	12	36	10				2	7	hit-skill	Lightning Enhanced Arrow	5	5									1	blac	arrm	boqm									0	0	0
of Arrows	100	1	1	24	48	20				2	7	hit-skill	Lightning Enhanced Arrow	7	7									1	blac	arrm	boqm									0	0	0
of Arrows	100	1	1	36	60	30				2	7	hit-skill	Lightning Enhanced Arrow	9	9									1	blac	arrm	boqm									0	0	0
of Arrows	100	1	1	48		40				2	7	hit-skill	Lightning Enhanced Arrow	11	11									1	blac	arrm	boqm									0	0	0
of Arrows	100	1	1	60		50				2	7	hit-skill	Lightning Enhanced Arrow	13	13									1	blac	arrm	boqm									0	0	0
of Arrows	100	1	1	80		65				1	7	hit-skill	Lightning Enhanced Arrow	15	15									1	blac	arrm	boqm									0	0	0
of Arrows	100		1	12	36	10				2	7	hit-skill	Poison Enhanced Arrow	5	5									1	blac	arrm	boqm									0	0	0
of Arrows	100		1	24	48	20				2	7	hit-skill	Poison Enhanced Arrow	7	7									1	blac	arrm	boqm									0	0	0
of Arrows	100		1	36	60	30				2	7	hit-skill	Poison Enhanced Arrow	9	9									1	blac	arrm	boqm									0	0	0
of Arrows	100		1	48		40				2	7	hit-skill	Poison Enhanced Arrow	11	11									1	blac	arrm	boqm									0	0	0
of Arrows	100		1	60		50				2	7	hit-skill	Poison Enhanced Arrow	13	13									1	blac	arrm	boqm									0	0	0
of Arrows	100		1	80		65				1	7	hit-skill	Poison Enhanced Arrow	15	15									1	blac	arrm	boqm									0	0	0
of Arrows	100	1	1	12	36	10				2	7	hit-skill	Magic Enhanced Arrow	5	5									1	blac	arrm	boqm									0	0	0
of Arrows	100	1	1	24	48	20				2	7	hit-skill	Magic Enhanced Arrow	7	7									1	blac	arrm	boqm									0	0	0
of Arrows	100	1	1	36	60	30				2	7	hit-skill	Magic Enhanced Arrow	9	9									1	blac	arrm	boqm									0	0	0
of Arrows	100	1	1	48		40				2	7	hit-skill	Magic Enhanced Arrow	11	11									1	blac	arrm	boqm									0	0	0
of Arrows	100	1	1	60		50				2	7	hit-skill	Magic Enhanced Arrow	13	13									1	blac	arrm	boqm									0	0	0
