skilldesc	SkillPage	SkillRow	SkillColumn	ListRow	IconCel	HireableIconCel	str name	str short	str long	str alt	descdam	ddam calc1	ddam calc2	p1dmelem	p1dmmin	p1dmmax	p2dmelem	p2dmmin	p2dmmax	p3dmelem	p3dmmin	p3dmmax	descatt	descmissile1	descmissile2	descmissile3	descline1	desctexta1	desctextb1	desccalca1	desccalcb1	descline2	desctexta2	desctextb2	desccalca2	desccalcb2	descline3	desctexta3	desctextb3	desccalca3	desccalcb3	descline4	desctexta4	desctextb4	desccalca4	desccalcb4	descline5	desctexta5	desctextb5	desccalca5	desccalcb5	descline6	desctexta6	desctextb6	desccalca6	desccalcb6	dsc2line1	dsc2texta1	dsc2textb1	dsc2calca1	dsc2calcb1	dsc2line2	dsc2texta2	dsc2textb2	dsc2calca2	dsc2calcb2	dsc2line3	dsc2texta3	dsc2textb3	dsc2calca3	dsc2calcb3	dsc2line4	dsc2texta4	dsc2textb4	dsc2calca4	dsc2calcb4	dsc2line5	dsc2texta5	dsc2textb5	dsc2calca5	dsc2calcb5	dsc3line1	dsc3texta1	dsc3textb1	dsc3calca1	dsc3calcb1	dsc3line2	dsc3texta2	dsc3textb2	dsc3calca2	dsc3calcb2	dsc3line3	dsc3texta3	dsc3textb3	dsc3calca3	dsc3calcb3	dsc3line4	dsc3texta4	dsc3textb4	dsc3calca4	dsc3calcb4	dsc3line5	dsc3texta5	dsc3textb5	dsc3calca5	dsc3calcb5	dsc3line6	dsc3texta6	dsc3textb6	dsc3calca6	dsc3calcb6	dsc3line7	dsc3texta7	dsc3textb7	dsc3calca7	dsc3calcb7	*eol
magic mastery	3	6	2	3	58		magicmastery1	magicmastery1	magicmastery1	magicmastery1																																																																																																											0
marrow walking	1	5	1	1	70		marrowwalking1	marrowwalking1	marrowwalking1	marrowwalking1	5																																																																																																										0
ice explosion	1	5	1	1	70		iceexplosion1	iceexplosion1	iceexplosion1	iceexplosion1	5																																																																																																										0
prismatic shot	3	3	3	3	40		prismaticshot1	prismaticshot23	prismaticshot23	prismaticshot1	5												1				36	StrSkill3		usmc	256	5	ESkillMiss		clc1		74	StrSkill22		toht		74	totalelementaldamagebonusdesc		ast1												74	WeapDamsk		25																																																									0
sharpened focus	2	3	1	2	22	31	sharpenedfocus1	sharpenedfocus23	sharpenedfocus23	sharpenedfocus1																	74	enemyphysicalresist		-clc1		74	enemyelementalandpoisonres		-clc2																						74	selfsynergyeffect		3																																																									0
hatchet flurry	1	1	1	1	28		hatchetflurry1	hatchetflurry3	hatchetflurry3	hatchetflurry1	5												1				36	StrSkill3		usmc	256	74	axeswarmaxes		clc1		74	StrSkill22		toht		74	mainmissiledamage		clc2												74	WeapDamsk		50		18	whirlwindaxeincrease																			40	Sksyn	hatchetflurry1	2		76	mainaxesynergy	Skillname383	1		76	Damplev	strenght1	par8		18	hatchetflurryarsynergy																			0
spike nova cold	1	5	1	1	70		spikenovacold1	spikenovacold1	spikenovacold1	spikenovacold1	5																																																																																																										0
spike nova lightning	1	5	1	1	70		spikenovalightning1	spikenovalightning1	spikenovalightning1	spikenovalightning1	5																																																																																																										0
spike nova magic	1	5	1	1	70		spikenovamagic1	spikenovamagic1	spikenovamagic1	spikenovamagic1	5																																																																																																										0
wind mastery	3	6	2	3	58		windmastery1	windmastery1	windmastery1	windmastery1																																																																																																											0
super teleport	3	3	3	3	46		superteleport1	superteleport23	superteleport23	superteleport1																	74	allresistskill		ast1		36	StrSkillDurationSingular	StrSkill20	len	25																																																																																	0
spell mastery	3	6	2	3	58		spellmastery1	spellmastery1	spellmastery1	spellmastery1																																																																																																											0
annihilation	3	3	3	3	26		annihilation1	annihilation1	annihilation1	annihilation1																																																																																																											0
scurry	3	3	3	3	26		scurry1	scurry1	scurry1	scurry1																																																																																																											0
life pact	3	3	3	3	68		lifepact1	lifepact23	lifepact23	lifepact1																	74	StrSkill100		ast2		74	lifepactdrain		25																																																																																		0
fury of creation	3	3	3	3	26		furyofcreation1	furyofcreation1	furyofcreation1	furyofcreation1																																																																																																											0
ravage	3	3	3	3	26		ravage1	ravage1	ravage1	ravage1																																																																																																											0
mana shards	3	3	3	3	74		manashards1	manashards23	manashards23	manashards1	5																36	StrSkill3		usmc	256	74	shardnumber		clc1		75	StrSkill6		enma	exma																																																																												0
plasma swarm	3	3	3	3	72		plasmaswarm1	plasmaswarm23	plasmaswarm23	plasmaswarm1	5																36	StrSkill3		usmc	256	74	numberoftargets		clc1		75	StrSkill7		enma	exma																																																																												0
apocalypse	3	3	3	3	50		apocalypse1	apocalypse23	apocalypse23	apocalypse1	5														apocalypsecoldmeteorexp	apocalypselightningexp	36	StrSkill3		usmc	256	75	StrSkill7		m3en	m3ex	75	StrSkill6		m2en	m2ex	75	StrSkill5		enma	exma	36	StrSkillCooldownSingular	StrSkillCooldown	clc6	25																																																																		0
soul reaper mastery	2	2	3	1	68		soulreapermastery1	soulreapermastery23	soulreapermastery23	soulreapermastery1																	36	bonenovachance	bonenovachance	(1000-clc6)/10		74	poisonweaponduration		lvl*par7		36	bonearmorbonusduration	bonearmorbonusduration	par6*lvl	25	74	bonearmorlifekill		lvl*par8												74	bonenovaweapondamage		25																						40	Sksyn	soulreapermastery1	2		76	phystomagic	Skillname372	5																											0
killtracker	2	3	3	2	70		killtracker1	killtracker1	killtracker1	killtracker1																																																																																																											0
slow teleport	3	3	3	3	46		slowteleport1	skillld54	skillld54	slowteleport1																	36	StrSkill3		"max(usmc, 1)"	256	36	StrSkillCooldownSingular	StrSkillCooldown	clc6	25																																																																																	0
ice blink	3	3	3	3	46		iceblink1	iceblink23	iceblink23	iceblink1	5																36	StrSkill3		usmc	256	36	StrSkillCooldownSingular	StrSkillCooldown	clc6	25	36	StrSkillRadiusSingular	StrSkill18	clc1*2	3	36	StrSkillColdLengthSingular	StrSkill13	edln	25	75	StrSkill6		enma	exma																																																																		0
super nova	2	3	3	2	70		supernova1	supernova1	supernova1	supernova1																																																																																																											0
fire surge	2	3	3	2	70		firesurge1	firesurge1	firesurge1	firesurge1																																																																																																											0
cold surge	2	3	3	2	70		coldsurge1	coldsurge1	coldsurge1	coldsurge1																																																																																																											0
lightning surge	2	3	3	2	70		lightningsurge1	lightningsurge1	lightningsurge1	lightningsurge1																																																																																																											0
poison surge	2	3	3	2	70		poisonsurge1	poisonsurge1	poisonsurge1	poisonsurge1																																																																																																											0
magic surge	2	3	3	2	70		magicsurge1	magicsurge1	magicsurge1	magicsurge1																																																																																																											0
wind surge	2	3	3	2	70		windsurge1	windsurge1	windsurge1	windsurge1																																																																																																											0
time lapse	2	3	3	2	70		timelapse1	timelapse1	timelapse1	timelapse1																																																																																																											0
lightning damage aura	2	3	3	2	70	60	lightningdamageaura1	lightningdamageaura23	lightningdamageaura23	lightningdamageaura1																	74	StrSkillLightningDamagePercent		ast1																																																																																							0
fire damage aura	2	3	3	2	70	58	firedamageaura1	firedamageaura23	firedamageaura23	firedamageaura1																	74	StrSkillFireDamagePercent		ast1																																																																																							0
cold damage aura	2	3	3	2	70	59	colddamageaura1	colddamageaura23	colddamageaura23	colddamageaura1																	74	StrSkillColdDamagePercent		ast1																																																																																							0
cold pierce aura	2	3	3	2	70		coldpierceaura1	coldpierceaura1	coldpierceaura1	coldpierceaura1																																																																																																											0
lightning strafe	1	6	1	1	48		lightningstrafe1	lightningstrafe23	lightningstrafe23	lightningstrafe1	7	clc2											1				36	StrSkill3		usmc	256	74	StrSkillDamagePercent		clc2		74	StrSkill22		toht		74	StrSkill86		clc1		74	strafemaintarget		clc3							74	WeapDamsk		100		74	phystolightningdesc		100																																																				0
emberquake	2	3	3	2	58		emberquake1	emberquake23	emberquake23	emberquake1	5												1				74	fireclawsfiretrails		10		74	StrSkill22		toht																						74	WeapDamsk		50		74	phystofiredesc		100		36	StrSkillCooldownSingular	StrSkillCooldown	clc6	25																																														0
incinerate	2	3	3	2	44		incinerate1	incinerate23	incinerate23	incinerate1	9																75	StrSkillFireDamageAveragePerSecond		enms*25*3/256	exms*25*3/256																																																																																						0
lightning pierce aura	2	3	3	2	70		lightningpierceaura1	lightningpierceaura1	lightningpierceaura1	lightningpierceaura1																																																																																																											0
lightning warp	3	3	3	3	46		lightningwarp1	lightningwarp23	lightningwarp23	lightningwarp1	5																36	StrSkill3		usmc	256	36	StrSkillCooldownSingular	StrSkillCooldown	clc6	25	36	StrSkillRadiusSingular	StrSkill18	clc1*2	3	75	StrSkill7		enma	exma																																																																							0
fire pierce aura	2	3	3	2	70		firepierceaura1	firepierceaura1	firepierceaura1	firepierceaura1																																																																																																											0
fire brand	2	3	3	2	70		firebrand1	firebrand1	firebrand1	firebrand1																																																																																																											0
cold brand	2	3	3	2	70		coldbrand1	coldbrand1	coldbrand1	coldbrand1																																																																																																											0
lightning brand	2	3	3	2	70		lightningbrand1	lightningbrand1	lightningbrand1	lightningbrand1																																																																																																											0
poison brand	2	3	3	2	70		poisonbrand1	poisonbrand1	poisonbrand1	poisonbrand1																																																																																																											0
magic brand	2	3	3	2	70		magicbrand1	magicbrand1	magicbrand1	magicbrand1																																																																																																											0
wind brand	2	3	3	2	70		windbrand1	windbrand1	windbrand1	windbrand1																																																																																																											0
fire cascade	3	3	3	3	52		firecascade1	firecascade23	firecascade23	firecascade1	5																36	baseduration	baseduration	len	25	18	firecascadearrows				74	firecascadenumberofbolts		clc1																	74	WeapDamsk		50		74	phystofiredesc		100																																																				0
orb of the mist	3	3	3	3	60		orbofthemist1	orbofthemist23	orbofthemist23	orbofthemist1	5																74	firecascadenumberofbolts		clc1																											74	WeapDamsk		25		74	phystocolddesc		100																																																				0
devastating overwhelm	3	3	3	3	70		devastatingoverwhelm1	devastatingoverwhelm23	devastatingoverwhelm23	devastatingoverwhelm1	5																74	overwhelmrocks		30																											74	WeapDamsk		150		36	StrSkillCooldownSingular	StrSkillCooldown	clc6	25																																																			0
lothar wrath	3	3	3	3	64		lotharwrath1	lotharwrath23	lotharwrath23	lotharwrath1	5																75	StrSkill39		enma	exma	75	StrSkill4		pnma	pxma	36	StrSkillRadiusSingular	StrSkill18	clc1*2	3																36	StrSkillCooldownSingular	StrSkillCooldown	clc6	25																																																								0
fists of fire discharge	2	3	3	2	70		fistsoffiredischarge1	fistsoffiredischarge1	fistsoffiredischarge1	fistsoffiredischarge1																																																																																																											0
claws of thunder discharge	2	3	3	2	70		clawsofthunderdischarge1	clawsofthunderdischarge1	clawsofthunderdischarge1	clawsofthunderdischarge1																																																																																																											0
blades of ice discharge	2	3	3	2	70		bladesoficedischarge1	bladesoficedischarge1	bladesoficedischarge1	bladesoficedischarge1																																																																																																											0
corrupted poison nova	2	6	2	2	80		corruptedpoisonnova1	corruptedpoisonnova23	corruptedpoisonnova23	corruptedpoisonnova1	5																36	StrSkill3		usmc	256	36	StrSkillPoisonLengthSingular	StrSkill63	edln	25	75	StrSkill8		enms*edln/256	exms*edln/256																36	StrSkillCooldownSingular	StrSkillCooldown	clc6	25																																																								0
warm up	2	3	3	2	70		warmup1	warmup1	warmup1	warmup1																																																																																																											0
spirit of nature mastery	2	3	3	2	70		spiritofnaturemastery1	spiritofnaturemastery1	spiritofnaturemastery1	spiritofnaturemastery1																																																																																																											0
guardian angel	2	3	3	2	70		guardianangel1	guardianangel1	guardianangel1	guardianangel1																																																																																																											0
winged embrace	2	6	2	2	64		wingedembrace1	wingedembrace23	wingedembrace23	wingedembrace1	5																36	StrSkill3		usmc	256	36	StrSkillColdLengthSingular	StrSkill13	edln	25	75	StrSkill6		enma	exma																36	StrSkillCooldownSingular	StrSkillCooldown	clc6	25																																																								0
umbral flight	3	3	3	3	46		umbralflight1	umbralflight23	umbralflight23	umbralflight1	5																36	StrSkill3		usmc	256	36	StrSkillCooldownSingular	StrSkillCooldown	clc6	25	36	StrSkillRadiusSingular	StrSkill18	clc1*2	3	75	StrSkill39		enma	exma																																																																							0
degen curse cold	3	3	3	3	64		lotharwrath1	lotharwrath23	lotharwrath23	lotharwrath1	5																74	overwhelmrocks		clc1		74	firecascadenumberofbolts		clc2																						36	StrSkillCooldownSingular	StrSkillCooldown	clc6	25																																																								0
triumvirate orb	2	6	2	2	60		triumvirateorb1	triumvirateorb23	triumvirateorb23	triumvirateorb1	5													triumviratefire	triumviratecold	triumviratelightning	36	StrSkill3		usmc	256	75	StrSkill7		m3en	m3ex	75	StrSkill6		m2en	m2ex	75	StrSkill5		enma	exma																																																																							0
rain of stars	3	3	3	3	56		rainofstars1	rainofstars23	rainofstars23	rainofstars1	5												1				36	StrSkill3		usmc	256	74	rainstarnumber		20		74	StrSkill22		toht																	74	WeapDamsk		50		74	phystolightningdesc		100																																																				0
rupture of stars	3	3	3	3	80		ruptureofstars1	ruptureofstars23	ruptureofstars23	ruptureofstars1	5												1				36	StrSkill3		usmc	256	74	starnumber		32		74	StrSkill22		toht																	74	WeapDamsk		25		74	phystolightningdesc		100																																																				0
celestial empowerment	2	6	3	2	54		celestialempowerment1	celestialempowerment1	celestialempowerment1	celestialempowerment1																																																																																																											0
bloody spear	2	6	3	2	54		bloodyspear1	bloodyspear1	bloodyspear1	bloodyspear1																																																																																																											0
raise kornac	3	6	3	3	82		raisekornac1	raisekornac23	raisekornac23	raisekornac1																	36	StrSkill3		usmc	256	5	StrSkill208		clc4		74	physdamagemin		pnma		74	StrSkillDefense		clc3		13	StrSkill42		clc1							36	StrSkillCooldownSingular	StrSkillCooldown	clc6	25																																																								0
travel to the underworld	3	6	3	3	84		traveltotheunderworld1	traveltotheunderworld23	traveltotheunderworld23	traveltotheunderworld1																	36	StrSkill3		usmc	256	74	etherspelldamagefifty		clc3		74	etherspelldamagehundred		clc4																																																																													0
underworld empowerment	3	6	3	3	82		underworldempowerment1	underworldempowerment1	underworldempowerment1	underworldempowerment1																																																																																																											0
execute discharge	3	6	3	3	84		executedischarge1	executedischarge1	executedischarge1	executedischarge1																																																																																																											0
shadow descent	3	6	3	3	86		shadowdescent1	shadowdescent23	shadowdescent23	shadowdescent1																	36	StrSkill3		usmc	256	74	allresistskill		ast1		74	StrSkill22		toht																	74	WeapDamsk		50		36	StrSkillCooldownSingular	StrSkillCooldown	clc6	25																																																			0
maelstrom cascade	3	6	2	3	56		maelstromcascade1	maelstromcascade23	maelstromcascade23	maelstromcascade1	6												1				36	StrSkill3		usmc	256	74	StrSkill22		toht		74	javelinspersecond		25/clc1		74	phystolightningdesc		min(100,49+lvl)												74	WeapDamsk		25																						40	Sksyn	maelstromcascade1	2		76	AttRateplev	shadowstrike1	par8		18	lightningstrikedoublesynergy																								0
spectral maim	3	6	3	3	84		spectralmaim1	spectralmaim1	spectralmaim1	spectralmaim1																																																																																																											0
flurry of shurikens	1	1	1	1	10		pstream1	pstream3	pstream3	pstream1	5												1				36	StrSkill3		usmc	256	74	StrSkill22		toht		74	shurikennumber		clc1/clc6		36	seekrange	seekrange	rng*2	3											74	WeapDamsk		25		74	shurikenperlevels		10		74	eachshurikenseeks		3												40	Sksyn	pstream1	2		76	AttRateplev	Skillname393	par8		18	flurryofshurikensdoublesynergy																								0
dragon fury discharge	3	6	3	3	84		dragonfurydischarge1	dragonfurydischarge1	dragonfurydischarge1	dragonfurydischarge1																																																																																																											0
mythical decrepify	1	4	2	1	42		mythicaldecrepify1	mythicaldecrepify1	mythicaldecrepify1	mythicaldecrepify1																																																																																																											0
power overwhelming	2	6	3	2	70		poweroverwhelming1	poweroverwhelming23	poweroverwhelming23	poweroverwhelming1																	74	allmaxres		ast3		74	allresistskill		-(ast2*4-40)/3		74	totalspelldamagepowerov		ast2																	74	totalspelldamagechance		25		18	exclusiveskill																																																						0
molten focus	1	6	2	1	50		moltenfocus1	moltenfocus23	moltenfocus23	moltenfocus1																	74	ModStr5u		pst3		74	fireresistskill		pst2		74	StrSkill100		pst1																	74	selfsynergyeffect		3																																																									0
glacial focus	3	6	2	3	58		glacialfocus1	glacialfocus23	glacialfocus23	glacialfocus1																	74	ModStr5v		pst3		74	coldresistskill		pst2		74	skillcooldownreduction		pst1																	74	selfsynergyeffect		3																																																									0
static focus	2	6	2	2	54		staticfocus1	staticfocus23	staticfocus23	staticfocus1																	74	ModStr5w		pst3		74	lightningresistskill		pst2		74	StrSkill101		pst1																	74	selfsynergyeffect		3																																																									0
permafrost	3	5	3	3	16	46	permafrost1	permafrost23	permafrost23	permafrost1	5																36	StrSkill3		usmc	256	74	uptocoldresistreduction		clc1		74	uptoslowreduction		clc2							75	StrSkill6		enma	exma						36	StrSkillCooldownSingular	StrSkillCooldown	clc6	25	36	StrSkillRadiusSingular	StrSkill18	45	3																40	Sksyn	permafrost1	2		76	Colddplev	skillname39	par8		76	Colddplev	skillname55	par8		76	Colddplev	glacialfocus1	par8*2		76															0
orb of winter	3	5	1	3	56	26	orbofwinter1	orbofwinter23	orbofwinter23	orbofwinter1	5																36	StrSkill3		usmc	256	74	StrSkill223		ast1		36	StrSkillColdLengthSingular	StrSkill13	edln	25	75	StrSkill6		enma	exma											36	StrSkillCooldownSingular	StrSkillCooldown	clc6	25	36	StrSkillRadiusSingular	StrSkill18	45	3																40	Sksyn	orbofwinter1	2		76	Colddplev	Skillname371	par8		76	Colddplev	skillname59	par8		76	Colddplev	glacialfocus1	par8*2																	0
zap	2	1	3	2	26	20	zap1	zap23	zap23	zap1	5																36	StrSkill3		usmc	256	75	StrSkill7		enma	exma																					36	StrSkillStunLengthSingular	StrSkill48	25	25																					40	Sksyn	zap1	2		76	Ltngdplev	conduit1	par8		76	Ltngdplev	stormnexus1	par8		76	Ltngdplev	staticfocus1	par8*2																	0
conduit	2	3	3	2	34	48	conduit1	conduit23	conduit23	conduit1	9																36	StrSkill3		usmc	256	75	StrSkillLightningDamageAveragePerSecond		enms*9/32	exms*9/32																					74	boltspersecond		25/clc1																						40	Sksyn	conduit1	2		76	Ltngdplev	zap1	par8		76	Ltngdplev	stormnexus1	par8		76	Ltngdplev	staticfocus1	par8*2																	0
storm nexus	2	5	3	2	74	28	stormnexus1	stormnexus23	stormnexus23	stormnexus1	5																36	StrSkill3		usmc	256	75	StrSkill7		enma	exma	74	StrSkill224		pst1		74	StrSkill224		skill('Zap'.ast1)												36	StrSkillCooldownSingular	StrSkillCooldown	clc6	25																					40	Sksyn	stormnexus1	2		76	Ltngdplev	zap1	par8		76	Ltngdplev	conduit1	par8		76	Ltngdplev	staticfocus1	par8*2																	0
vengeful spirit	3	2	1	3	64		vengefulspirit1	vengefulspirit23	vengefulspirit23	vengefulspirit1	8																36	StrSkill3		usmc	256	36	StrSkillColdLengthSingular	StrSkill13	edln	25	75	averagecolddamage		enms*12/256	exms*12/256																74	pulsesperiodically		25/clc4		18	pulsesperiodicallycap																																																						0
blood empowerment	1	4	2	1	42		bloodempowerment1	bloodempowerment1	bloodempowerment1	bloodempowerment1																																																																																																											0
